,simulation,model,n_sample,n_dim,rep,s@98
13314,trunk_overlap,SVMrbf,4096.0,16.0,42.0,0.020987536525732
13315,trunk_overlap,SVMrbf,4096.0,16.0,21.0,0.0131850438308784
13316,trunk_overlap,SVMrbf,4096.0,16.0,18.0,0.014158268233049
13317,trunk_overlap,SVMrbf,4096.0,16.0,26.0,0.0165960999463295
13318,trunk_overlap,SVMrbf,4096.0,16.0,38.0,0.01513507066611
13319,trunk_overlap,SVMrbf,4096.0,16.0,20.0,0.0190410877213906
13320,trunk_overlap,SVMrbf,4096.0,16.0,56.0,0.0151314926352197
13321,trunk_overlap,SVMrbf,4096.0,16.0,28.0,0.0253873218438785
13322,trunk_overlap,SVMrbf,4096.0,16.0,32.0,0.0190387023674637
13323,trunk_overlap,SVMrbf,4096.0,16.0,55.0,0.0200166974774882
13324,trunk_overlap,SVMrbf,4096.0,16.0,51.0,0.0273349633251833
13325,trunk_overlap,SVMrbf,4096.0,16.0,25.0,0.0131838511539149
13326,trunk_overlap,SVMrbf,4096.0,16.0,22.0,0.0112314389647563
13327,trunk_overlap,SVMrbf,4096.0,16.0,40.0,0.0253897071978054
13328,trunk_overlap,SVMrbf,4096.0,16.0,46.0,0.0107495974715248
13329,trunk_overlap,SVMrbf,4096.0,16.0,53.0,0.0224533365138052
13330,trunk_overlap,SVMrbf,4096.0,16.0,30.0,0.0180642852883296
13331,trunk_overlap,SVMrbf,4096.0,16.0,44.0,0.017582443795098
13332,trunk_overlap,SVMrbf,4096.0,16.0,54.0,0.0156264535750491
13333,trunk_overlap,SVMrbf,4096.0,16.0,52.0,0.0131826584769515
13334,trunk_overlap,SVMrbf,4096.0,16.0,35.0,0.013170731707317
13335,trunk_overlap,SVMrbf,4096.0,16.0,93.0,0.0102594072395491
13336,trunk_overlap,SVMrbf,4096.0,16.0,43.0,0.0180702486731468
13337,trunk_overlap,SVMrbf,4096.0,16.0,47.0,0.0165913292384757
13338,trunk_overlap,SVMrbf,4096.0,16.0,48.0,0.0219774584053909
13339,trunk_overlap,SVMrbf,4096.0,16.0,50.0,0.012204663366927
13340,trunk_overlap,SVMrbf,4096.0,16.0,58.0,0.0180595145804758
13341,trunk_overlap,SVMrbf,4096.0,16.0,33.0,0.0180690559961834
13342,trunk_overlap,SVMrbf,4096.0,16.0,45.0,0.0292945315761226
13343,trunk_overlap,SVMrbf,4096.0,16.0,49.0,0.0273540461565984
13344,trunk_overlap,SVMrbf,4096.0,16.0,57.0,0.014652036495915
13345,trunk_overlap,SVMrbf,4096.0,16.0,78.0,0.0175740950563539
13346,trunk_overlap,SVMrbf,4096.0,16.0,76.0,0.0175752877333174
13347,trunk_overlap,SVMrbf,4096.0,16.0,59.0,0.0205080803864273
13348,trunk_overlap,SVMrbf,4096.0,16.0,62.0,0.0190375096905003
13349,trunk_overlap,SVMrbf,4096.0,16.0,60.0,0.0214848828194883
13350,trunk_overlap,SVMrbf,4096.0,16.0,61.0,0.0219810364362812
13351,trunk_overlap,SVMrbf,4096.0,16.0,74.0,0.013181465799988
13352,trunk_overlap,SVMrbf,4096.0,16.0,63.0,0.0122177828135249
13353,trunk_overlap,SVMrbf,4096.0,16.0,64.0,0.0180654779652931
13354,trunk_overlap,SVMrbf,4096.0,16.0,66.0,0.0371244558411354
13355,trunk_overlap,SVMrbf,4096.0,16.0,65.0,0.0131755024151708
13356,trunk_overlap,SVMrbf,4096.0,16.0,67.0,0.0258751267219273
13357,trunk_overlap,SVMrbf,4096.0,16.0,75.0,0.0195300852764028
13358,trunk_overlap,SVMrbf,4096.0,16.0,73.0,0.0165901365615123
13359,trunk_overlap,SVMrbf,4096.0,16.0,70.0,0.0112266682569026
13360,trunk_overlap,SVMrbf,4096.0,16.0,83.0,0.0131790804460611
13361,trunk_overlap,SVMrbf,4096.0,16.0,68.0,0.0209923072335857
13362,trunk_overlap,SVMrbf,4096.0,16.0,72.0,0.0244045560260003
13363,trunk_overlap,SVMrbf,4096.0,16.0,69.0,0.0268531218319518
13364,trunk_overlap,SVMrbf,4096.0,16.0,71.0,0.0175705170254636
13365,trunk_overlap,SVMrbf,4096.0,16.0,80.0,0.0122237461983421
13366,trunk_overlap,SVMrbf,4096.0,16.0,77.0,0.020021468185342
13367,trunk_overlap,SVMrbf,4096.0,16.0,84.0,0.0214896535273421
13368,trunk_overlap,SVMrbf,4096.0,16.0,90.0,0.0258834754606714
13369,trunk_overlap,SVMrbf,4096.0,16.0,89.0,0.0283224998509153
13370,trunk_overlap,SVMrbf,4096.0,16.0,85.0,0.016605641362037
13371,trunk_overlap,SVMrbf,4096.0,16.0,87.0,0.0234384876856103
13372,trunk_overlap,SVMrbf,4096.0,16.0,79.0,0.0224604925755859
13373,trunk_overlap,SVMrbf,4096.0,16.0,81.0,0.0166044486850736
13374,trunk_overlap,SVMrbf,4096.0,16.0,86.0,0.0283201144969884
13375,trunk_overlap,SVMrbf,4096.0,16.0,82.0,0.021481304788598
13376,trunk_overlap,SVMrbf,4096.0,16.0,97.0,0.0263712803387202
13377,trunk_overlap,SVMrbf,4096.0,16.0,92.0,0.0195396266921104
13378,trunk_overlap,SVMrbf,4096.0,16.0,91.0,0.013675234062854
13379,trunk_overlap,SVMrbf,4096.0,16.0,88.0,0.014652036495915
13380,trunk_overlap,SVMrbf,4096.0,16.0,94.0,0.0195265072455125
13381,trunk_overlap,SVMrbf,4096.0,16.0,96.0,0.0190398950444272
13382,trunk_overlap,SVMrbf,4096.0,16.0,95.0,0.0214753414037807
13383,trunk_overlap,SVMrbf,4096.0,16.0,99.0,0.0239370266563301
13384,trunk_overlap,SVMrbf,4096.0,16.0,98.0,0.0249042876736835
13385,trunk_overlap,SVMrbf,4096.0,32.0,1.0,0.0229554535154153
13386,trunk_overlap,SVMrbf,4096.0,32.0,4.0,0.017571709702427
13387,trunk_overlap,SVMrbf,4096.0,32.0,5.0,0.0224545291907686
13388,trunk_overlap,SVMrbf,4096.0,32.0,6.0,0.0175776730872443
13389,trunk_overlap,SVMrbf,4096.0,32.0,2.0,0.0229566461923787
13390,trunk_overlap,SVMrbf,4096.0,32.0,3.0,0.021470570695927
13391,trunk_overlap,SVMrbf,4096.0,32.0,7.0,0.0107424414097441
13392,trunk_overlap,SVMrbf,4096.0,32.0,0.0,0.0214872681734152
13393,trunk_overlap,SVMrbf,4096.0,32.0,11.0,0.0107388633788538
13394,trunk_overlap,SVMrbf,4096.0,32.0,10.0,0.0278287315880493
13395,trunk_overlap,SVMrbf,4096.0,32.0,8.0,0.0234492217782813
13396,trunk_overlap,SVMrbf,4096.0,32.0,12.0,0.0151398413739638
13397,trunk_overlap,SVMrbf,4096.0,32.0,13.0,0.0234372950086469
13398,trunk_overlap,SVMrbf,4096.0,32.0,9.0,0.0156359949907567
13399,trunk_overlap,SVMrbf,4096.0,32.0,19.0,0.0292921462221957
13400,trunk_overlap,SVMrbf,4096.0,32.0,14.0,0.0112397877035005
13401,trunk_overlap,SVMrbf,4096.0,32.0,21.0,0.0185592462281591
13402,trunk_overlap,SVMrbf,4096.0,32.0,15.0,0.0112314389647563
13403,trunk_overlap,SVMrbf,4096.0,32.0,18.0,0.0156157194823781
13404,trunk_overlap,SVMrbf,4096.0,32.0,16.0,0.0141701950026835
13405,trunk_overlap,SVMrbf,4096.0,32.0,17.0,0.0190363170135368
13406,trunk_overlap,SVMrbf,4096.0,32.0,20.0,0.009757290237939
13407,trunk_overlap,SVMrbf,4096.0,32.0,22.0,0.0214944242351958
13408,trunk_overlap,SVMrbf,4096.0,32.0,23.0,0.0175788657642077
13409,trunk_overlap,SVMrbf,4096.0,32.0,24.0,0.0268638559246228
13410,trunk_overlap,SVMrbf,4096.0,32.0,25.0,0.0258763193988908
13411,trunk_overlap,SVMrbf,4096.0,32.0,26.0,0.0136811974476713
13412,trunk_overlap,SVMrbf,4096.0,32.0,27.0,0.0190387023674637
13413,trunk_overlap,SVMrbf,4096.0,32.0,28.0,0.023445643747391
13414,trunk_overlap,SVMrbf,4096.0,32.0,29.0,0.0209958852644761
13415,trunk_overlap,SVMrbf,4096.0,32.0,30.0,0.0175752877333174
13416,trunk_overlap,SVMrbf,4096.0,32.0,31.0,0.0165960999463295
13417,trunk_overlap,SVMrbf,4096.0,32.0,32.0,0.0229399487148905
13418,trunk_overlap,SVMrbf,4096.0,32.0,33.0,0.014158268233049
13419,trunk_overlap,SVMrbf,4096.0,32.0,34.0,0.0156145268054147
13420,trunk_overlap,SVMrbf,4096.0,32.0,35.0,0.0229506828075615
13421,trunk_overlap,SVMrbf,4096.0,32.0,36.0,0.0195312779533663
13422,trunk_overlap,SVMrbf,4096.0,32.0,37.0,0.0185532828433418
13423,trunk_overlap,SVMrbf,4096.0,32.0,39.0,0.0273516608026715
13424,trunk_overlap,SVMrbf,4096.0,32.0,41.0,0.0151422267278907
13425,trunk_overlap,SVMrbf,4096.0,32.0,42.0,0.0141618462639394
13426,trunk_overlap,SVMrbf,4096.0,32.0,40.0,0.015618104836305
13427,trunk_overlap,SVMrbf,4096.0,32.0,38.0,0.0200238535392688
13428,trunk_overlap,SVMrbf,4096.0,32.0,43.0,0.0146472657880613
13429,trunk_overlap,SVMrbf,4096.0,32.0,44.0,0.012204663366927
13430,trunk_overlap,SVMrbf,4096.0,32.0,46.0,0.0185628242590494
13431,trunk_overlap,SVMrbf,4096.0,32.0,45.0,0.0126900828910489
13432,trunk_overlap,SVMrbf,4096.0,32.0,47.0,0.0185616315820859
13433,trunk_overlap,SVMrbf,4096.0,32.0,48.0,0.0161130657761345
13434,trunk_overlap,SVMrbf,4096.0,32.0,49.0,0.0200310096010495
13435,trunk_overlap,SVMrbf,4096.0,32.0,50.0,0.0229471047766712
13436,trunk_overlap,SVMrbf,4096.0,32.0,51.0,0.0224569145446955
13437,trunk_overlap,SVMrbf,4096.0,32.0,52.0,0.0083022243425368
13438,trunk_overlap,SVMrbf,4096.0,32.0,53.0,0.0146496511419881
13439,trunk_overlap,SVMrbf,4096.0,32.0,54.0,0.0126912755680124
13440,trunk_overlap,SVMrbf,4096.0,32.0,55.0,0.0058584292444391
13441,trunk_overlap,SVMrbf,4096.0,32.0,56.0,0.0141642316178663
13442,trunk_overlap,SVMrbf,4096.0,32.0,57.0,0.0263629315999761
13443,trunk_overlap,SVMrbf,4096.0,32.0,58.0,0.0126948535989027
13444,trunk_overlap,SVMrbf,4096.0,32.0,59.0,0.0185532828433418
13445,trunk_overlap,SVMrbf,4096.0,32.0,60.0,0.0205092730633907
13446,trunk_overlap,SVMrbf,4096.0,32.0,61.0,0.021481304788598
13447,trunk_overlap,SVMrbf,4096.0,32.0,62.0,0.0229506828075615
13448,trunk_overlap,SVMrbf,4096.0,32.0,63.0,0.0249042876736835
13449,trunk_overlap,SVMrbf,4096.0,32.0,64.0,0.0209934999105492
13450,trunk_overlap,SVMrbf,4096.0,32.0,65.0,0.0156240682211223
13451,trunk_overlap,SVMrbf,4096.0,32.0,66.0,0.0332077046931838
13452,trunk_overlap,SVMrbf,4096.0,32.0,67.0,0.0127020096606834
13453,trunk_overlap,SVMrbf,4096.0,32.0,68.0,0.021481304788598
13454,trunk_overlap,SVMrbf,4096.0,32.0,69.0,0.0161071023913173
13455,trunk_overlap,SVMrbf,4096.0,32.0,70.0,0.0258763193988908
13456,trunk_overlap,SVMrbf,4096.0,32.0,71.0,0.0210030413262567
13457,trunk_overlap,SVMrbf,4096.0,32.0,72.0,0.014652036495915
13458,trunk_overlap,SVMrbf,4096.0,32.0,73.0,0.0214753414037807
13459,trunk_overlap,SVMrbf,4096.0,32.0,74.0,0.0278394656807203
13460,trunk_overlap,SVMrbf,4096.0,32.0,75.0,0.0180583219035124
13461,trunk_overlap,SVMrbf,4096.0,32.0,76.0,0.0200190828314151
13462,trunk_overlap,SVMrbf,4096.0,32.0,77.0,0.0166116047468543
13463,trunk_overlap,SVMrbf,4096.0,32.0,78.0,0.014158268233049
13464,trunk_overlap,SVMrbf,4096.0,32.0,79.0,0.0185485121354881
13465,trunk_overlap,SVMrbf,4096.0,32.0,80.0,0.043456377840062
13466,trunk_overlap,SVMrbf,4096.0,32.0,81.0,0.0146544218498419
13467,trunk_overlap,SVMrbf,4096.0,32.0,82.0,0.0170898682091955
13468,trunk_overlap,SVMrbf,4096.0,32.0,83.0,0.0224616852525493
13469,trunk_overlap,SVMrbf,4096.0,32.0,84.0,0.0126960462758661
13470,trunk_overlap,SVMrbf,4096.0,32.0,85.0,0.0122177828135249
13471,trunk_overlap,SVMrbf,4096.0,32.0,86.0,0.0126924682449758
13472,trunk_overlap,SVMrbf,4096.0,32.0,87.0,0.0219559902200488
13473,trunk_overlap,SVMrbf,4096.0,32.0,88.0,0.0146591925576957
13474,trunk_overlap,SVMrbf,4096.0,32.0,89.0,0.0175764804102808
13475,trunk_overlap,SVMrbf,4096.0,32.0,90.0,0.0214777267577076
13476,trunk_overlap,SVMrbf,4096.0,32.0,91.0,0.0141499194943049
13477,trunk_overlap,SVMrbf,4096.0,32.0,92.0,0.0239239072097322
13478,trunk_overlap,SVMrbf,4096.0,32.0,93.0,0.0200178901544516
13479,trunk_overlap,SVMrbf,4096.0,32.0,94.0,0.0190434730753175
13480,trunk_overlap,SVMrbf,4096.0,32.0,95.0,0.0234372950086469
13481,trunk_overlap,SVMrbf,4096.0,32.0,96.0,0.0136811974476712
13482,trunk_overlap,SVMrbf,4096.0,32.0,97.0,0.0219798437593177
13483,trunk_overlap,SVMrbf,4096.0,32.0,98.0,0.0073170731707317
13484,trunk_overlap,SVMrbf,4096.0,32.0,99.0,0.0253920925517323
15454,trunk_overlap,SVMrbf,4096.0,32.0,6.0,0.0092718707138171
15457,trunk_overlap,SVMrbf,4096.0,32.0,0.0,0.0166092193929274
15459,trunk_overlap,SVMrbf,4096.0,32.0,4.0,0.0156371876677202
15460,trunk_overlap,SVMrbf,4096.0,32.0,1.0,0.0205188144790983
15461,trunk_overlap,SVMrbf,4096.0,32.0,5.0,0.0248899755501222
15463,trunk_overlap,SVMrbf,4096.0,32.0,2.0,0.0283213071739519
15464,trunk_overlap,SVMrbf,4096.0,32.0,3.0,0.0185556681972687
15504,trunk_overlap,SVMrbf,4096.0,32.0,10.0,0.0205068877094638
15507,trunk_overlap,SVMrbf,4096.0,32.0,7.0,0.0087924145745124
15509,trunk_overlap,SVMrbf,4096.0,32.0,9.0,0.0180666706422565
15516,trunk_overlap,SVMrbf,4096.0,32.0,8.0,0.0253932852286958
15519,trunk_overlap,SVMrbf,4096.0,32.0,11.0,0.0161130657761345
15538,trunk_overlap,SVMrbf,4096.0,32.0,12.0,0.0185592462281591
15559,trunk_overlap,SVMrbf,4096.0,32.0,13.0,0.0292885681913053
15566,trunk_overlap,SVMrbf,4096.0,32.0,14.0,0.0136740413858906
15593,trunk_overlap,SVMrbf,4096.0,32.0,15.0,0.0229542608384519
15620,trunk_overlap,SVMrbf,4096.0,32.0,16.0,0.0205104657403542
15639,trunk_overlap,SVMrbf,4096.0,32.0,17.0,0.0165984853002564
15652,trunk_overlap,SVMrbf,4096.0,32.0,18.0,0.0107388633788538
15677,trunk_overlap,SVMrbf,4096.0,32.0,19.0,0.020010734092671
15718,trunk_overlap,SVMrbf,4096.0,32.0,20.0,0.0092766414216709
15736,trunk_overlap,SVMrbf,4096.0,32.0,21.0,0.012204663366927
15758,trunk_overlap,SVMrbf,4096.0,32.0,22.0,0.0151314926352197
15774,trunk_overlap,SVMrbf,4096.0,32.0,23.0,0.0219726876975371
15796,trunk_overlap,SVMrbf,4096.0,32.0,24.0,0.0234408730395372
15840,trunk_overlap,SVMrbf,4096.0,32.0,25.0,0.0258775120758542
15857,trunk_overlap,SVMrbf,4096.0,32.0,26.0,0.0170898682091955
15891,trunk_overlap,SVMrbf,4096.0,32.0,27.0,0.0170898682091955
15903,trunk_overlap,SVMrbf,4096.0,32.0,28.0,0.02246884131433
15933,trunk_overlap,SVMrbf,4096.0,32.0,29.0,0.0219691096666467
15959,trunk_overlap,SVMrbf,4096.0,32.0,30.0,0.0146436877571709
15981,trunk_overlap,SVMrbf,4096.0,32.0,31.0,0.0161059097143538
16011,trunk_overlap,SVMrbf,4096.0,32.0,32.0,0.030261792593476
16033,trunk_overlap,SVMrbf,4096.0,32.0,33.0,0.0185616315820859
16064,trunk_overlap,SVMrbf,4096.0,32.0,34.0,0.0195372413381835
16108,trunk_overlap,SVMrbf,4096.0,32.0,35.0,0.0239227145327688
13485,trunk_overlap,SVMrbf,4096.0,64.0,1.0,0.0087924145745124
13486,trunk_overlap,SVMrbf,4096.0,64.0,3.0,0.0229387560379271
13487,trunk_overlap,SVMrbf,4096.0,64.0,4.0,0.0151398413739638
13488,trunk_overlap,SVMrbf,4096.0,64.0,0.0,0.0156276462520126
13489,trunk_overlap,SVMrbf,4096.0,64.0,5.0,0.0097704096845369
13490,trunk_overlap,SVMrbf,4096.0,64.0,2.0,0.0190387023674637
13491,trunk_overlap,SVMrbf,4096.0,64.0,6.0,0.0205056950325004
13492,trunk_overlap,SVMrbf,4096.0,64.0,11.0,0.0249030949967201
13493,trunk_overlap,SVMrbf,4096.0,64.0,7.0,0.017099409624903
13494,trunk_overlap,SVMrbf,4096.0,64.0,8.0,0.0170910608861589
13495,trunk_overlap,SVMrbf,4096.0,64.0,10.0,0.0234408730395372
13496,trunk_overlap,SVMrbf,4096.0,64.0,20.0,0.0180654779652931
13497,trunk_overlap,SVMrbf,4096.0,64.0,12.0,0.0229447194227443
13498,trunk_overlap,SVMrbf,4096.0,64.0,13.0,0.0146496511419881
13499,trunk_overlap,SVMrbf,4096.0,64.0,9.0,0.0063462341224879
13500,trunk_overlap,SVMrbf,4096.0,64.0,17.0,0.0341856998032083
13501,trunk_overlap,SVMrbf,4096.0,64.0,18.0,0.0107400560558172
13502,trunk_overlap,SVMrbf,4096.0,64.0,19.0,0.0205033096785735
13503,trunk_overlap,SVMrbf,4096.0,64.0,21.0,0.0151362633430735
13504,trunk_overlap,SVMrbf,4096.0,64.0,14.0,0.0244164827956348
13505,trunk_overlap,SVMrbf,4096.0,64.0,15.0,0.0161142584530979
13506,trunk_overlap,SVMrbf,4096.0,64.0,16.0,0.0209994632953664
13507,trunk_overlap,SVMrbf,4096.0,64.0,22.0,0.0244152901186713
13508,trunk_overlap,SVMrbf,4096.0,64.0,23.0,0.0180642852883296
13509,trunk_overlap,SVMrbf,4096.0,64.0,24.0,0.0239322559484763
13510,trunk_overlap,SVMrbf,4096.0,64.0,25.0,0.0214801121116345
13511,trunk_overlap,SVMrbf,4096.0,64.0,26.0,0.025377780428171
13512,trunk_overlap,SVMrbf,4096.0,64.0,27.0,0.0180654779652931
13513,trunk_overlap,SVMrbf,4096.0,64.0,28.0,0.0195324706303297
13514,trunk_overlap,SVMrbf,4096.0,64.0,29.0,0.0190494364601347
13515,trunk_overlap,SVMrbf,4096.0,64.0,30.0,0.0151410340509273
13516,trunk_overlap,SVMrbf,4096.0,64.0,31.0,0.0141558828791221
13517,trunk_overlap,SVMrbf,4096.0,64.0,32.0,0.0073230365555489
13518,trunk_overlap,SVMrbf,4096.0,64.0,33.0,0.0175907925338422
13519,trunk_overlap,SVMrbf,4096.0,64.0,34.0,0.0165913292384757
13520,trunk_overlap,SVMrbf,4096.0,64.0,35.0,0.0166092193929274
13521,trunk_overlap,SVMrbf,4096.0,64.0,36.0,0.0283129584352078
13522,trunk_overlap,SVMrbf,4096.0,64.0,37.0,0.0097620609457928
13523,trunk_overlap,SVMrbf,4096.0,64.0,38.0,0.0161082950682807
13524,trunk_overlap,SVMrbf,4096.0,64.0,39.0,0.0341725803566104
13525,trunk_overlap,SVMrbf,4096.0,64.0,41.0,0.0180690559961834
13526,trunk_overlap,SVMrbf,4096.0,64.0,42.0,0.0136692706780368
13527,trunk_overlap,SVMrbf,4096.0,64.0,40.0,0.0234408730395372
13528,trunk_overlap,SVMrbf,4096.0,64.0,43.0,0.0131886218617687
13529,trunk_overlap,SVMrbf,4096.0,64.0,46.0,0.0058572365674756
13530,trunk_overlap,SVMrbf,4096.0,64.0,45.0,0.0170934462400858
13531,trunk_overlap,SVMrbf,4096.0,64.0,44.0,0.0068292682926829
13532,trunk_overlap,SVMrbf,4096.0,64.0,47.0,0.0307698729799033
13533,trunk_overlap,SVMrbf,4096.0,64.0,48.0,0.0161106804222076
13534,trunk_overlap,SVMrbf,4096.0,64.0,49.0,0.0278239608801956
13535,trunk_overlap,SVMrbf,4096.0,64.0,50.0,0.0131790804460611
13536,trunk_overlap,SVMrbf,4096.0,64.0,51.0,0.0209970779414395
13537,trunk_overlap,SVMrbf,4096.0,64.0,52.0,0.0209923072335857
13538,trunk_overlap,SVMrbf,4096.0,64.0,53.0,0.0131790804460611
13539,trunk_overlap,SVMrbf,4096.0,64.0,54.0,0.0190589778758423
13540,trunk_overlap,SVMrbf,4096.0,64.0,55.0,0.017088675532232
13541,trunk_overlap,SVMrbf,4096.0,64.0,56.0,0.0263688949847933
13542,trunk_overlap,SVMrbf,4096.0,64.0,57.0,0.0253873218438785
13543,trunk_overlap,SVMrbf,4096.0,64.0,58.0,0.0126972389528296
13544,trunk_overlap,SVMrbf,4096.0,64.0,59.0,0.0258751267219273
13545,trunk_overlap,SVMrbf,4096.0,64.0,60.0,0.0185592462281591
13546,trunk_overlap,SVMrbf,4096.0,64.0,61.0,0.0185556681972687
13547,trunk_overlap,SVMrbf,4096.0,64.0,62.0,0.0126996243067565
13548,trunk_overlap,SVMrbf,4096.0,64.0,63.0,0.0151410340509273
13549,trunk_overlap,SVMrbf,4096.0,64.0,64.0,0.0180607072574393
13550,trunk_overlap,SVMrbf,4096.0,64.0,65.0,0.0234372950086469
13551,trunk_overlap,SVMrbf,4096.0,64.0,66.0,0.0263629315999761
13552,trunk_overlap,SVMrbf,4096.0,64.0,67.0,0.0200274315701592
13553,trunk_overlap,SVMrbf,4096.0,64.0,68.0,0.0205080803864273
13554,trunk_overlap,SVMrbf,4096.0,64.0,69.0,0.0087852585127318
13555,trunk_overlap,SVMrbf,4096.0,64.0,70.0,0.0097763730693541
13556,trunk_overlap,SVMrbf,4096.0,64.0,71.0,0.0117228218736955
13557,trunk_overlap,SVMrbf,4096.0,64.0,72.0,0.0092802194525612
13558,trunk_overlap,SVMrbf,4096.0,64.0,73.0,0.0156348023137933
13559,trunk_overlap,SVMrbf,4096.0,64.0,74.0,0.0239298705945494
13560,trunk_overlap,SVMrbf,4096.0,64.0,75.0,0.0214777267577076
13561,trunk_overlap,SVMrbf,4096.0,64.0,76.0,0.0297835291311348
13562,trunk_overlap,SVMrbf,4096.0,64.0,77.0,0.0268543145089152
13563,trunk_overlap,SVMrbf,4096.0,64.0,78.0,0.0273409267100005
13564,trunk_overlap,SVMrbf,4096.0,64.0,79.0,0.0151338779891466
13565,trunk_overlap,SVMrbf,4096.0,64.0,80.0,0.022951875484525
13566,trunk_overlap,SVMrbf,4096.0,64.0,81.0,0.0200238535392688
13567,trunk_overlap,SVMrbf,4096.0,64.0,82.0,0.0190422803983541
13568,trunk_overlap,SVMrbf,4096.0,64.0,83.0,0.011227860933866
13569,trunk_overlap,SVMrbf,4096.0,64.0,84.0,0.0219631462818295
13570,trunk_overlap,SVMrbf,4096.0,64.0,85.0,0.0229506828075615
13571,trunk_overlap,SVMrbf,4096.0,64.0,86.0,0.0219786510823543
13572,trunk_overlap,SVMrbf,4096.0,64.0,87.0,0.0180666706422565
13573,trunk_overlap,SVMrbf,4096.0,64.0,88.0,0.0175681316715367
13574,trunk_overlap,SVMrbf,4096.0,64.0,89.0,0.0175872145029518
13575,trunk_overlap,SVMrbf,4096.0,64.0,90.0,0.0273361560021468
13576,trunk_overlap,SVMrbf,4096.0,64.0,91.0,0.0087947999284393
13577,trunk_overlap,SVMrbf,4096.0,64.0,92.0,0.0175800584411712
13578,trunk_overlap,SVMrbf,4096.0,64.0,93.0,0.029295724253086
13579,trunk_overlap,SVMrbf,4096.0,64.0,94.0,0.0161261852227324
13580,trunk_overlap,SVMrbf,4096.0,64.0,95.0,0.0151386486970004
13581,trunk_overlap,SVMrbf,4096.0,64.0,96.0,0.0151362633430735
13582,trunk_overlap,SVMrbf,4096.0,64.0,97.0,0.0244069413799272
13583,trunk_overlap,SVMrbf,4096.0,64.0,98.0,0.0244105194108175
13584,trunk_overlap,SVMrbf,4096.0,64.0,99.0,0.0263724730156837
15472,trunk_overlap,SVMrbf,4096.0,64.0,0.0,0.0185497048124515
15477,trunk_overlap,SVMrbf,4096.0,64.0,4.0,0.0156264535750491
15478,trunk_overlap,SVMrbf,4096.0,64.0,2.0,0.0166104120698908
15479,trunk_overlap,SVMrbf,4096.0,64.0,1.0,0.0229435267457809
15482,trunk_overlap,SVMrbf,4096.0,64.0,3.0,0.0273504681257081
15484,trunk_overlap,SVMrbf,4096.0,64.0,5.0,0.0175776730872443
15485,trunk_overlap,SVMrbf,4096.0,64.0,6.0,0.0205104657403542
15524,trunk_overlap,SVMrbf,4096.0,64.0,8.0,0.017582443795098
15529,trunk_overlap,SVMrbf,4096.0,64.0,9.0,0.0175860218259884
15533,trunk_overlap,SVMrbf,4096.0,64.0,10.0,0.0293028803148667
15535,trunk_overlap,SVMrbf,4096.0,64.0,7.0,0.0126829268292682
15536,trunk_overlap,SVMrbf,4096.0,64.0,11.0,0.0263700876617568
15552,trunk_overlap,SVMrbf,4096.0,64.0,12.0,0.0185616315820859
15576,trunk_overlap,SVMrbf,4096.0,64.0,14.0,0.0190387023674637
15577,trunk_overlap,SVMrbf,4096.0,64.0,13.0,0.0209970779414395
15605,trunk_overlap,SVMrbf,4096.0,64.0,15.0,0.022951875484525
15628,trunk_overlap,SVMrbf,4096.0,64.0,16.0,0.0146496511419881
15642,trunk_overlap,SVMrbf,4096.0,64.0,17.0,0.0253849364899516
15661,trunk_overlap,SVMrbf,4096.0,64.0,18.0,0.020010734092671
15699,trunk_overlap,SVMrbf,4096.0,64.0,19.0,0.0253897071978054
15733,trunk_overlap,SVMrbf,4096.0,64.0,20.0,0.0092814121295247
15751,trunk_overlap,SVMrbf,4096.0,64.0,21.0,0.0131826584769515
15765,trunk_overlap,SVMrbf,4096.0,64.0,22.0,0.0136776194167809
15782,trunk_overlap,SVMrbf,4096.0,64.0,23.0,0.0185520901663784
15829,trunk_overlap,SVMrbf,4096.0,64.0,24.0,0.0224521438368417
15851,trunk_overlap,SVMrbf,4096.0,64.0,25.0,0.0224521438368417
15883,trunk_overlap,SVMrbf,4096.0,64.0,26.0,0.026354582861232
15890,trunk_overlap,SVMrbf,4096.0,64.0,27.0,0.0229423340688174
15911,trunk_overlap,SVMrbf,4096.0,64.0,28.0,0.0190446657522809
15948,trunk_overlap,SVMrbf,4096.0,64.0,29.0,0.0102546365316953
15973,trunk_overlap,SVMrbf,4096.0,64.0,30.0,0.0161106804222076
15991,trunk_overlap,SVMrbf,4096.0,64.0,31.0,0.0112290536108295
16023,trunk_overlap,SVMrbf,4096.0,64.0,32.0,0.0092826048064881
16044,trunk_overlap,SVMrbf,4096.0,64.0,33.0,0.0234372950086469
16073,trunk_overlap,SVMrbf,4096.0,64.0,34.0,0.0161214145148786
16118,trunk_overlap,SVMrbf,4096.0,64.0,35.0,0.0146436877571709
13585,trunk_overlap,SVMrbf,4096.0,128.0,5.0,0.0131874291848052
13586,trunk_overlap,SVMrbf,4096.0,128.0,2.0,0.0234325243007931
13587,trunk_overlap,SVMrbf,4096.0,128.0,1.0,0.0229351780070367
13588,trunk_overlap,SVMrbf,4096.0,128.0,6.0,0.0195384340151469
13589,trunk_overlap,SVMrbf,4096.0,128.0,3.0,0.0229506828075615
13590,trunk_overlap,SVMrbf,4096.0,128.0,4.0,0.008791221897549
13591,trunk_overlap,SVMrbf,4096.0,128.0,0.0,0.017088675532232
